NAME : Flanders2
183 19091 9040
184 5070 4671
185 14361 5770
186 14050 8170
187 6453 4499
188 12266 7839
189 14566 8483
190 4703 2314
191 10683 5882
192 24502 6191
193 14774 3853
194 15473 2433
195 6066 6138
196 8472 9386
197 15819 7707
198 4460 8672
199 14590 7888
200 16777 6518
201 14939 3890
202 9358 5419
203 16437 6423
204 7481 7167
205 22912 4639
206 15068 3682
207 25172 6869
208 17660 6220
209 3728 4936
210 4976 7763
211 15867 2645
212 14153 8003
213 5324 8398
214 22439 7071
215 22507 5688
216 8931 4888
217 16588 6447
218 17158 7828
219 20584 3281
220 19912 8621
221 9228 5404
222 19531 5832
223 10265 7439
224 14220 6913
225 11809 8678
226 23781 7694
227 7082 3697
228 15487 5758
229 12233 5975
230 17061 7537
231 16105 7762
232 3258 3309
233 14199 8595
234 14067 8280
235 5435 4165
236 16397 2287
237 12252 5361
238 16777 5465
239 15738 7875
240 5130 2545
241 15527 8122
242 15870 7887
243 4495 5114
244 15066 8466
245 20331 6998
246 14485 8559
247 11234 4036
248 14002 3012
249 13834 4600
250 9112 8573
251 4849 2403
252 9690 6714
253 15751 3684
254 12862 7110
255 15160 4728
256 15309 510
257 14731 8086
258 11788 8439
259 16491 6117
260 12387 6516
261 15125 7986
262 24086 5762
263 17493 7869
264 21745 5160
265 15471 4262
266 9193 5656
267 11199 5989
268 15811 7641
269 17647 7065
270 4752 3849
271 7165 7548
272 16710 7046
273 15317 2184
274 17123 7706
275 14021 9253
276 24397 5100
277 14922 2336
278 2821 7944
279 15797 4982
280 11488 3974
281 24054 4344
282 17714 5552
283 16934 7510
284 12741 4119
285 13832 8142
286 15438 8049
287 14639 3307
288 16902 4865
289 21432 3663
290 21162 4535
291 15371 1630
292 15022 3241
293 14121 4959
294 24794 4196
295 1080 7782
296 18287 4764
297 5791 8405
298 15184 7590
299 14882 3773
300 20349 949
301 15989 4728
302 20768 8285
303 17776 1932
304 15047 2482
305 12776 6223
306 17428 7592
307 14901 7937
308 16947 6920
309 3753 6403
310 5329 2536
311 9269 5597
312 14399 8356
313 16937 3523
314 18867 2827
315 11742 3434
316 2664 8301
317 4889 3638
318 19923 8573
319 19423 4430
320 9490 5540
321 9701 5452
322 16362 2186
323 7354 7081
324 10932 8606
325 14952 8183
326 15255 7133
327 14990 8498
328 5956 9219
329 21278 5223
330 10721 6883
331 10284 5828
332 20700 3947
333 9247 5320
334 14372 8195
335 14312 5020
336 15030 8842
337 19205 4148
338 15103 8102
339 9463 5505
340 17358 7682
341 14210 7809
342 14426 7739
343 5000 8530
344 24869 7793
345 2745 8110
346 13262 7765
347 10154 3795
348 14580 8189
349 8253 9378
350 14625 8229
351 22547 6656
352 15957 5275
353 15511 8252
354 19367 2328
355 14328 7027
356 6315 3174
357 14620 7015
358 17776 7715
359 17091 7738
360 9504 5222
361 24270 7994
362 4263 6797
363 23284 6607
364 9547 5586
365 14755 4705
366 15147 474
367 15352 4558
368 15476 7542
369 14863 7073
370 8075 5979
371 4657 6658
372 3728 4580
373 4333 6983
374 7587 7959
375 23163 3400
376 14731 8075
377 2891 6115
378 15036 3546
379 16391 4699
380 6895 7582
381 15030 3709
382 8372 3784
383 15001 3940
384 7619 6187
385 15044 7918
386 14377 8332
387 17571 7638
388 15228 7097
389 15152 678
390 5305 3432
391 11072 8350
392 15403 5779
393 14585 8577
394 19205 5953
395 15198 8297
396 17736 6833
397 3110 3542
398 17153 6089
399 10567 6039
400 15611 4326
401 11871 6219
402 18991 3949
403 14474 7759
404 2659 7550
405 9684 5671
406 12698 4193
407 14050 8508
408 14064 7744
409 1328 5873
410 14247 8858
411 22898 6443
412 6293 6139
413 15876 7726
414 9960 4728
415 15446 1339
416 11947 5373
417 17015 5261
418 15036 8106
419 4995 8497
420 1274 7720
421 15255 2668
422 22388 3020
423 9460 5606
424 5337 3595
425 12222 5714
426 6930 6230
427 15595 8225
428 13041 6470
429 24262 6484
430 15651 7676
431 22015 6906
432 6153 6268
433 15346 4313
434 13950 7622
435 14318 4435
436 13640 7871
437 11874 8140
438 19483 4140
439 14137 3523
440 17506 6895
441 12865 4156
442 14399 8097
443 11674 6908
444 18087 7491
445 14798 7265
446 9271 5673
447 11078 4010
448 14828 8007
449 15168 8250
450 5030 7788
451 14350 7998
452 14218 7879
453 17304 7649
454 9936 4461
455 15246 6804
456 15595 5779
457 17682 6628
458 11526 5469
459 15130 3955
460 23808 8995
461 7173 7476
462 17352 5148
463 15325 4456
464 10351 8968
465 11504 7288
466 14817 8193
467 19035 6374
468 23643 8859
469 6053 7976
470 14612 8394
471 16761 4394
472 14769 8577
473 23225 6863
474 16515 3570
475 14485 8264
476 14347 8329
477 12395 3006
478 6426 6353
479 12430 7510
480 14574 7842
481 10405 4708
482 14504 3954
483 15511 3249
484 24205 3098
485 7398 7252
486 19072 2385
487 14609 8365
488 18532 4145
489 11159 4022
490 15317 3867
491 13859 7889
492 9366 5422
493 8761 5058
494 9649 5986
495 13073 3931
496 14598 8356
497 2767 8285
498 15257 7143
499 5967 7129
500 15219 5674
501 9274 6282
502 12746 5045
503 13699 6744
504 14396 8092
505 9560 5426
506 9952 5595
507 10278 4570
508 12201 4314
509 7757 4073
510 16383 5424
511 20719 7595
512 11920 6108
513 14569 8216
514 19615 6314
515 14952 3571
516 14642 4194
517 13643 5977
518 5661 3670
519 14976 3339
520 7913 5708
521 11658 3482
522 8008 5685
523 16113 5364
524 15813 4182
525 14094 8664
526 17304 5245
527 9755 3326
528 15414 4289
529 14253 7150
530 10710 4734
531 6480 7412
532 14817 8214
533 17849 7581
534 14966 8381
535 18924 3470
536 17296 7795
537 15525 8210
538 13988 9196
539 12101 6471
540 12260 4371
541 8985 5336
542 7635 6963
543 18111 2223
544 23257 6614
545 24256 6212
546 22191 6810
547 19583 6595
548 21348 8474
549 22212 6896
550 15522 2540
551 13977 4696
552 24000 8989
553 18419 6975
554 4768 2340
555 17547 3859
556 14285 7819
557 9288 5321
558 5259 7151
559 16861 7487
560 15114 8152
561 16264 2535
562 15122 4417
563 4706 6800
564 4787 6520
565 3288 3615
566 17401 7887
567 17298 7644
568 6493 7594
569 19499 4209
570 2759 3310
571 1512 8299
572 17274 7689
573 7560 8304
574 13186 6470
575 5532 3351
576 12063 7149
577 14877 4187
578 10562 9022
579 11358 4969
580 12139 7936
581 15406 3746
582 3531 6964
583 14299 8035
584 17749 7408
585 15503 7748
586 17336 5309
587 21591 5586
588 18411 2095
589 12033 3851
590 3375 3601
591 22653 7007
592 15884 2160
593 13945 7700
594 24229 2922
595 14785 4134
596 18389 5872
597 20838 4444
598 17717 4145
599 14544 8315
600 20560 3951
601 15066 3650
602 21894 9380
603 4430 3774
604 17525 7727
605 15036 3736
606 9061 5268
607 22636 7935
608 17946 7576
609 15708 593
610 14399 9163
611 15057 8549
612 15060 7769
613 11596 4735
614 3728 4562
615 14766 3680
616 14436 5492
617 10392 4130
618 2454 3930
619 17331 5299
620 15997 2586
621 12981 6070
622 14085 3767
623 5931 7531
624 15989 3254
625 14609 7509
626 14750 5569
627 13605 5114
628 15622 3191
629 20760 6647
630 15649 7934
631 14812 2106
632 15921 4280
633 14774 4889
634 24902 7862
635 15284 2607
636 14609 8205
637 6099 7930
638 13913 3099
639 25506 5034
640 14636 8341
641 7030 7435
642 13694 6378
643 15916 3406
644 12033 7652
645 6936 8239
646 15103 3597
647 17906 4277
648 16726 1170
649 17531 7434
650 14682 7999
651 4328 6785
652 15732 7485
653 5737 8486
654 15103 3691
655 15687 7355
656 14909 8605
657 14507 5534
658 11882 3860
659 12109 6605
660 21721 6841
661 14644 8624
662 15176 7630
663 15290 4014
664 14542 4450
665 17752 7515
666 17622 5218
667 23460 7490
668 13594 9613
669 14123 4129
670 9666 5529
671 14628 7905
672 18252 7564
673 3015 3175
674 18165 4050
675 22291 3324
676 14701 8054
677 5035 6303
678 13737 7582
679 9971 3600
680 16812 4874
681 2710 3449
682 17415 7172
683 10732 7473
684 23449 6500
685 14377 7802
686 12063 8386
687 12339 4323
688 12795 4012
689 14747 8254
690 17752 6279
691 18554 5235
692 16991 7622
693 21951 7490
694 9377 6205
695 15660 5013
696 15098 4082
697 19691 5249
698 14747 8222
699 14658 8109
700 14374 5403
701 14542 4322
702 24659 8747
703 9247 5505
704 22223 7747
705 16359 2431
706 13240 5096
707 6509 5898
708 15036 3637
709 5629 8142
710 15187 2376
711 16278 4548
712 5335 3538
713 19399 6351
714 14885 8264
715 9285 5527
716 9428 4156
717 14634 8015
718 15581 5839
719 25957 4931
720 17493 5201
721 22391 5553
722 23025 6800
723 15581 3792
724 15120 8080
725 6288 4483
726 15017 7729
727 15111 1850
728 22404 6351
729 6093 7843
730 16610 2957
731 20290 2134
732 5208 7295
733 18810 6839
734 19178 2261
735 18465 4092
736 18365 8367
737 14806 4580
738 14871 8266
739 14771 3737
740 23395 3352
741 15111 3537
742 14264 8283
743 19148 4243
744 13235 4403
745 23004 5693
746 11688 8351
747 15357 7849
748 17763 3792
749 9198 5816
750 15867 4108
751 12625 7123
752 4041 5927
753 14812 8420
754 15282 8176
755 20133 4529
756 15649 8198
757 10692 7656
758 15020 8269
759 15330 7250
760 22307 3083
761 9790 5278
762 24027 8115
763 14901 5224
764 19407 7775
765 19591 1256
766 14774 8103
767 22623 7024
768 18473 4581
769 10521 6252
770 13918 5044
771 5140 7062
772 11834 9541
773 19799 7142
774 9612 4958
775 14312 8833
776 12652 6009
777 22593 3312
778 17625 7266
779 12679 7578
780 22445 6963
781 22887 7989
782 5675 8423
783 11839 9195
784 9714 5674
785 23646 7455
786 14647 8048
787 14898 8361
788 13702 5002
789 15049 3583
790 15438 6189
791 14544 5211
792 11655 4360
793 13462 9371
794 24540 8097
795 4438 6924
796 14642 8492
797 19912 5792
798 12735 4328
799 15689 6358
800 15163 4724
801 9876 5235
802 17182 3552
803 20085 6306
804 10489 5137
805 6453 4576
806 11529 3999
807 15255 6893
808 23587 6402
809 16113 6425
810 9377 5303
811 9236 5793
812 11610 7141
813 14868 3914
814 14328 5886
815 11518 3992
816 14674 8152
817 16561 5558
818 23306 4340
819 14166 1964
820 22925 6857
821 12522 3557
822 13338 4749
823 15093 3506
824 15846 9316
825 15260 6665
826 18052 7114
827 13845 3468
828 14434 8463
829 14806 8208
830 15406 3409
831 9574 5653
832 15903 6409
833 15600 5873
834 13662 3642
835 19070 2316
836 11990 8063
837 8453 9328
838 16056 8054
839 12692 6621
840 15616 3629
841 6569 5530
842 14188 8217
843 21613 5208
844 5078 4213
845 14226 9161
846 15376 3572
847 19823 3709
848 8672 9002
849 15759 5142
850 15792 3661
851 14712 7580
852 6909 4570
853 11977 6889
854 10551 9008
855 5324 7184
856 14577 6839
857 16640 4138
858 14671 8488
859 14960 8778
860 14450 7972
861 6442 4513
862 14860 8445
863 16310 4666
864 14931 8027
865 14364 4867
866 15865 3103
867 15441 7650
868 19005 2235
869 22094 5358
870 11720 8215
871 17793 6840
872 15616 3143
873 2851 3409
874 17547 3919
875 14507 8476
876 8459 4881
877 5994 7997
878 6245 6125
879 14931 7793
880 14526 8992
881 15109 3621
882 14569 6604
883 20884 7711
884 5823 8387
885 15292 7509
886 4509 3918
887 21713 4768
888 14477 8468
889 24813 5499
890 18252 3347
891 17523 7962
892 14115 8265
893 19229 8457
894 3950 8856
895 21060 7155
896 22680 3448
897 9182 5973
898 14974 3758
899 8135 5579
900 14507 8356
901 14412 8692
902 14912 8224
903 17606 7000
904 5715 1998
905 4341 7822
906 13653 9482
907 17374 7686
908 8297 6363
909 14607 8382
910 2565 5664
911 16051 7739
912 9020 6817
913 21165 8518
914 14172 7847
915 15460 8222
916 15192 5398
917 14671 8666
918 14690 8133
919 22755 5457
920 15090 4498
921 14652 6786
922 22599 7033
923 15419 8217
924 14696 8756
925 11807 8233
926 18181 5783
927 21254 5579
928 22582 8119
929 780 5204
930 10027 5765
931 9198 6289
932 15260 4623
933 19043 725
934 23703 7468
935 14777 8374
936 15894 7451
937 16834 3013
938 14887 3837
939 9134 5868
940 16067 5695
941 12357 3669
942 14952 3080
943 15651 2592
944 20376 5302
945 15120 3861
946 15233 3552
947 14720 7741
948 9366 5229
949 14237 4028
950 18916 6901
951 14798 8226
952 10754 6176
953 15654 6571
954 17415 7992
955 14793 3627
956 7168 3526
957 9347 5980
958 19593 4288
959 13375 3697
960 24529 5466
961 14863 5630
962 22752 6216
963 17339 7675
964 21859 4823
965 17957 7724
966 14350 7982
967 18611 8361
968 9509 7564
969 12047 6805
970 10486 4077
971 15103 3485
972 11763 5625
973 15257 3107
974 14723 8333
975 22391 7249
976 8361 6899
977 15155 587
978 25277 5066
979 14445 8258
980 15244 3252
981 17344 7882
982 14895 5667
983 15851 5823
984 14909 8302
985 13108 4557
986 1266 7985
987 14031 4664
988 6234 8419
989 3375 3280
990 5310 3459
991 14547 8665
992 22477 7195
993 13559 9376
994 16035 7637
995 16305 2247
996 15219 3232
997 14628 2120
998 13375 3746
999 12690 5085
1000 14245 7802
1001 8885 6003
1002 15152 8551
1003 17358 7642
1004 14890 8119
1005 12555 7337
1006 15157 6958
1007 19804 5355
1008 12800 4089
1009 14350 8036
1010 14453 3520
1011 14763 7426
1012 22369 5375
1013 14698 8833
1014 2681 3973
1015 24005 7772
1016 5289 3629
1017 14512 8977
1018 5602 8178
1019 9741 6087
1020 22507 3245
1021 15489 3659
1022 15368 6801
1023 17177 4444
1024 23884 6186
1025 14490 5326
1026 15678 9389
1027 6196 2026
1028 14358 8318
1029 14596 7918
1030 17109 6091
1031 21562 4995
1032 19780 6031
1033 17555 7596
1034 8572 6269
1035 11423 5079
1036 17520 7758
1037 13996 5994
1038 11831 4361
1039 15182 3907
1040 19650 2282
1041 9304 6056
1042 16505 6030
1043 10962 5760
1044 22604 7450
1045 2438 7806
1046 14912 8660
1047 14461 8373
1048 15174 7364
1049 23395 8795
1050 14566 2050
1051 15341 6842
1052 14725 8282
1053 5305 3687
1054 11210 8645
1055 7047 4091
1056 14877 4000
1057 12195 8216
1058 15649 2468
1059 8070 6347
1060 4039 2741
1061 14936 6488
1062 14107 7990
1063 14879 3366
1064 15587 6323
1065 17150 7850
1066 24780 7602
1067 5745 5473
1068 16137 3439
1069 14177 7707
1070 5564 4020
1071 19040 3150
1072 22831 5814
1073 15516 5801
1074 16731 6095
1075 11861 5340
1076 14461 9469
1077 15363 4343
1078 11507 6864
1079 19437 2200
1080 15408 2567
1081 21753 8109
1082 10095 4987
1083 16275 3365
1084 10176 7873
1085 17320 7876
1086 12854 4741
1087 13540 5466
1088 15325 4477
1089 2170 7342
1090 14247 3802
1091 15055 8157
1092 13869 3349
1093 15330 8170
1094 17536 7667
1095 2994 3997
1096 15776 6051
1097 23695 9016
1098 25539 6378
1099 13316 4641
1100 23260 8376
1101 16845 3699
1102 2700 3483
1103 24062 8781
1104 15857 7651
1105 21500 6233
1106 9225 5601
1107 11979 6606
1108 18219 2262
1109 15406 508
1110 14944 4018
1111 23697 8802
1112 3769 6951
1113 14615 4746
1114 18081 7785
1115 15354 3777
1116 14504 7524
1117 24054 6286
1118 4660 6964
1119 14585 8226
1120 11080 4933
1121 14337 8556
1122 7894 5758
1123 23141 6315
1124 11666 6983
1125 14825 8273
1126 15506 5891
1127 9676 6012
1128 15082 8794
1129 7246 5325
1130 9679 6385
1131 2799 7235
1132 6412 7596
1133 21942 3387
1134 14823 8374
1135 15098 8047
1136 17485 7686
1137 15770 8516
1138 14677 8017
1139 15052 8760
1140 14904 2405
1141 24750 8080
1142 16561 8752
1143 7198 4004
1144 6037 1883
1145 22734 5865
1146 15765 9150
1147 8996 6988
1148 14150 8409
1149 15138 4116
1150 6336 6208
1151 18478 3932
1152 26065 4964
1153 23951 8165
1154 10044 5832
1155 17139 7694
1156 14415 4173
1157 15071 8075
1158 15338 8179
1159 11642 9561
1160 18027 6130
1161 6930 7588
1162 23905 7373
1163 2492 3548
1164 23406 3543
1165 22366 5982
1166 14482 7786
1167 15325 6843
1168 2864 3342
1169 9263 5526
1170 15057 3795
1171 21591 5570
1172 14328 8409
1173 15676 7860
1174 15711 8494
1175 15300 3805
1176 23897 6081
1177 9433 5456
1178 22450 8598
1179 7484 8096
1180 15506 2869
1181 15419 7913
1182 23535 6690
1183 7727 6841
1184 14534 5543
1185 3442 5032
1186 20652 6860
1187 14955 7978
1188 5381 8141
1189 23028 6424
1190 18748 2493
1191 15222 3119
1192 6517 7545
1193 1595 4399
1194 19696 4049
1195 15527 7607
1196 17120 7178
1197 12876 7888
1198 5667 3685
1199 11723 5016
1200 20174 5068
1201 10214 3642
1202 4635 5574
1203 16208 7564
1204 15136 3330
1205 21783 5167
1206 13011 4369
1207 15111 8780
1208 1455 7420
1209 8040 6442
1210 7989 3954
1211 8769 8184
1212 15741 3409
1213 14477 8764
1214 15176 1750
1215 2754 7114
1216 7425 8922
1217 9080 6978
1218 14593 8107
1219 18454 6464
1220 12954 4599
1221 13694 8234
1222 11013 9644
1223 11288 5185
1224 14906 2624
1225 17012 4234
1226 18540 2278
1227 17733 4579
1228 22072 5876
1229 13578 9404
1230 14893 2407
1231 23403 3364
1232 14058 6343
1233 3113 8048
1234 18054 5977
1235 9447 5432
1236 15047 7762
1237 9225 5637
1238 12231 4597
1239 12954 5179
1240 6682 7824
1241 15503 5876
1242 22086 6050
1243 12519 5526
1244 9828 5499
1245 22788 8104
1246 11178 9149
1247 12233 6008
1248 25139 7231
1249 23025 6479
1250 14542 8278
1251 12916 4064
1252 10208 7151
1253 4908 5189
1254 16618 2689
1255 14658 7684
1256 14971 3559
1257 15708 5748
1258 18519 4489
1259 16210 3068
1260 15905 7928
1261 14588 8222
1262 19377 5964
1263 11680 8231
1264 16758 6374
1265 9441 5439
1266 9117 5910
1267 11618 3329
1268 24378 5842
1269 22212 3328
1270 14625 4297
1271 15206 2527
1272 21880 5173
1273 1579 8541
1274 15044 4132
1275 17406 8382
1276 22410 7076
1277 21238 5208
1278 12808 5070
1279 14720 8185
1280 8429 4278
1281 16507 3069
1282 15103 2507
1283 12949 5799
1284 16683 9189
1285 24672 5844
1286 5559 3533
1287 17396 4166
1288 12843 5742
1289 15500 5079
1290 16451 6666
1291 16664 5014
1292 23614 6442
1293 8694 6428
1294 15630 8237
1295 15349 7617
1296 15030 8694
1297 22879 6111
1298 14931 7965
1299 16305 3972
1300 15268 7046
1301 15363 8113
1302 15422 6084
1303 9668 5623
1304 14439 7000
1305 14123 8854
1306 14331 8753
1307 14906 3899
1308 16259 8142
1309 13232 7996
1310 14040 8018
1311 15354 8102
1312 4698 8549
1313 11934 3336
1314 9285 5667
1315 15492 3604
1316 8216 6799
1317 14229 5220
1318 6733 7828
1319 12023 5307
1320 15808 5870
1321 14976 3747
1322 14631 8556
1323 15036 6397
1324 10621 7239
1325 14841 8202
1326 14582 8378
1327 23781 7466
1328 23298 3368
1329 5524 2871
1330 14158 8018
1331 17120 1938
1332 15106 3492
1333 15157 5088
1334 20833 5170
1335 17150 7343
1336 14855 3590
1337 24391 7861
1338 8213 9174
1339 18184 1913
1340 9466 5467
1341 20914 4035
1342 17185 8120
1343 23184 3619
1344 14628 9209
1345 25641 5927
1346 4144 7564
1347 5491 7828
1348 14401 7956
1349 5165 3708
1350 14801 8370
1351 14210 8005
1352 2586 7342
1353 22655 8350
1354 13818 8163
1355 7497 3733
1356 13186 8059
1357 15236 3617
1358 13516 6715
1359 14733 8178
1360 16162 2986
1361 11815 6529
1362 19909 4228
1363 3377 7770
1364 18508 6137
1365 14628 8165
1366 26181 4565
1367 4503 7137
1368 14412 2081
1369 10729 7143
1370 17031 7168
1371 8912 6846
1372 17382 3682
1373 17663 1230
1374 14285 7326
1375 15246 2697
1376 15695 8901
1377 14434 8643
1378 14042 3736
1379 15849 9330
1380 15732 425
1381 14947 8168
1382 15565 3405
1383 9304 5587
1384 8397 6162
1385 15395 2072
1386 15395 3651
1387 19332 2376
1388 25282 6856
1389 24453 5542
1390 14682 4044
1391 14550 4597
1392 14523 7368
1393 18443 8203
1394 4946 8642
1395 14096 5672
1396 14852 8380
1397 24678 7476
1398 14561 7875
1399 15327 3031
1400 22404 8268
1401 12036 4207
1402 14904 3217
1403 14744 8109
1404 5105 3889
1405 11793 6036
1406 19499 5507
1407 19472 4294
1408 18025 7546
1409 12752 4343
1410 18805 8959
1411 6177 2184
1412 14868 8263
1413 4503 8729
1414 12147 6626
1415 6604 5603
1416 9671 5737
1417 24275 8975
1418 15430 3845
1419 17998 8519
1420 9663 5500
1421 14917 3438
1422 21265 5734
1423 15003 3623
1424 17547 5362
1425 5346 4318
1426 14801 8388
1427 2997 3110
1428 20417 9561
1429 18711 7272
1430 6231 4003
1431 11464 5624
1432 17015 7393
1433 12476 5596
1434 15862 6312
1435 12943 4100
1436 19240 2352
1437 14976 3346
1438 24829 8654
1439 8829 8970
1440 2862 3443
1441 14944 3540
1442 14728 7842
1443 9420 5575
1444 6669 8918
1445 15138 3787
1446 14744 8372
1447 11558 4728
1448 15295 8474
1449 14966 7704
1450 21135 7527
1451 14382 8190
1452 22596 6976
1453 15462 5559
1454 16313 3229
1455 16499 6601
1456 13192 6242
1457 22396 7203
1458 15244 4080
1459 4557 6714
1460 18168 3960
1461 18508 8221
1462 14350 4849
1463 14488 8492
1464 13616 9457
1465 3312 3182
1466 15246 9053
1467 15959 2504
1468 17517 6102
1469 6579 5202
1470 14966 8484
1471 10948 8986
1472 15171 6869
1473 14966 3807
1474 14609 8329
1475 24127 3201
1476 16812 3627
1477 14342 8210
1478 6876 4428
1479 14947 8062
1480 6963 4488
1481 16802 1384
1482 4986 7740
1483 14742 8357
1484 18659 4485
1485 23571 8757
1486 22950 5340
1487 7279 7030
1488 15735 2715
1489 15249 3795
1490 25925 4816
1491 15203 7376
1492 12565 5998
1493 17809 7613
1494 16888 7010
1495 10654 6185
1496 15090 8411
1497 13402 6068
1498 9433 5550
1499 15003 2695
1500 14615 8036
1501 14148 8387
1502 14544 7934
1503 8772 6201
1504 7568 6481
1505 15009 2371
1506 10187 5796
1507 21991 5274
1508 26454 4520
1509 5429 3833
1510 17190 6228
1511 14231 8132
1512 20422 9294
1513 24761 4322
1514 15133 8587
1515 14747 5023
1516 15446 5845
1517 14288 9572
1518 6636 7954
1519 9055 6057
1520 10165 7811
1521 15973 6937
1522 23978 7579
1523 14377 8751
1524 14453 5136
1525 14442 8553
1526 2532 7880
1527 23535 8830
1528 14793 8359
1529 15257 1891
1530 2573 7823
1531 10017 7734
1532 15441 5916
1533 21861 4829
1534 17671 8062
1535 11826 5475
1536 15022 7713
1537 12819 3915
1538 5373 3558
1539 24286 8916
1540 18943 5115
1541 12943 4159
1542 15535 8352
1543 17053 7789
1544 15087 5310
1545 23236 7007
1546 15570 4129
1547 8418 7132
1548 15252 1789
1549 9074 5343
1550 15840 2627
1551 23824 5079
1552 15079 2392
1553 15330 2378
1554 14774 8937
1555 15022 1855
1556 16200 2277
1557 13024 7169
1558 9285 5650
1559 14669 8027
1560 14666 8561
1561 14666 4416
1562 14418 8001
1563 15616 3668
1564 16240 5972
1565 9682 5597
1566 13570 9449
1567 14636 8469
1568 3377 2976
1569 3042 3979
1570 24337 5460
1571 8164 9363
1572 15460 5923
1573 14895 8262
1574 9058 3827
1575 16929 8706
1576 13608 8161
1577 14644 8308
1578 15198 3188
1579 12403 4463
1580 14539 7465
1581 25309 6400
1582 13284 4690
1583 8475 5045
1584 14107 3545
1585 2740 3375
1586 13011 2640
1587 13373 4369
1588 20341 4564
1589 4989 3705
1590 9463 5409
1591 15300 4352
1592 17377 6227
1593 16413 3143
1594 22561 4522
1595 22472 3235
1596 20236 2895
1597 13038 9609
1598 12781 4299
1599 14825 8242
1600 14347 8061
1601 9358 6160
1602 14866 4085
1603 16804 8664
1604 15074 8246
1605 17282 7683
1606 4962 8327
1607 14326 4887
1608 6847 7570
1609 24297 7077
1610 13003 4444
1611 13878 9132
1612 20660 9638
1613 24462 5667
1614 14455 8343
1615 16283 7752
1616 14771 9289
1617 14607 8289
1618 15444 8926
1619 14588 1934
1620 8518 6181
1621 3407 4924
1622 17682 5741
1623 17047 5756
1624 12031 6923
1625 2681 5699
1626 14517 8334
1627 14871 8457
1628 14415 8347
1629 15622 9022
1630 15020 3935
1631 13386 6756
1632 18092 4736
1633 9414 5910
1634 11688 5447
1635 5270 7581
1636 5013 8074
1637 15746 4632
1638 14812 8372
1639 14490 8357
1640 20560 4368
1641 20741 2247
1642 23179 3037
1643 5645 6596
1644 23525 5886
1645 8739 7063
1646 9312 5860
1647 14647 7249
1648 11232 4069
1649 14985 8089
1650 13853 8314
1651 12241 5956
