NAME : Leuven2
211 576 63
212 358 1341
213 702 1295
214 828 1301
215 841 1405
216 664 258
217 810 1024
218 975 936
219 1012 1211
220 676 1457
221 255 1332
222 579 220
223 834 1873
224 1018 1889
225 401 1445
226 504 1689
227 702 1164
228 1178 1265
229 428 1203
230 665 1362
231 1103 756
232 845 735
233 503 1258
234 854 1079
235 602 1350
236 818 753
237 584 997
238 593 241
239 480 69
240 596 1558
241 566 1368
242 517 1007
243 634 1061
244 299 1541
245 739 1333
246 546 1187
247 937 1180
248 1024 732
249 939 1720
250 707 1088
251 105 1567
252 358 1169
253 1128 911
254 494 1265
255 562 1002
256 604 1590
257 452 1115
258 529 1224
259 606 1169
260 554 1005
261 468 1091
262 868 1219
263 765 1390
264 665 1095
265 676 1149
266 840 1415
267 452 1265
268 744 1386
269 607 1397
270 716 1038
271 767 1285
272 537 1448
273 875 778
274 496 889
275 614 1053
276 742 1378
277 617 1141
278 519 1152
279 567 1171
280 688 1303
281 765 1109
282 394 1658
283 956 1747
284 429 1265
285 637 1078
286 382 1249
287 436 1156
288 563 1325
289 966 1715
290 806 1796
291 597 1125
292 574 1159
293 902 785
294 708 1018
295 699 1181
296 1062 1861
297 744 1177
298 126 1650
299 1038 1804
300 588 1341
301 589 1562
302 431 1019
303 426 59
304 799 1138
305 886 1847
306 438 1268
307 832 1131
308 717 1317
309 647 262
310 803 278
311 889 1331
312 784 1391
313 986 1140
314 977 1454
315 623 1110
316 466 1213
317 933 1039
318 863 700
319 572 1047
320 235 1311
321 605 1247
322 576 1352
323 585 1542
324 886 1080
325 498 933
326 416 1216
327 912 1081
328 795 221
329 651 1180
330 762 1450
331 951 1006
332 445 1336
333 1040 1766
334 928 1754
335 988 1662
336 562 73
337 863 131
338 527 1111
339 112 1546
340 861 1426
341 1148 1176
342 1121 927
343 357 1032
344 870 1277
345 528 1167
346 865 1028
347 571 398
348 334 1509
349 767 1163
350 495 1054
351 503 1432
352 411 1246
353 1180 944
354 561 1008
355 989 1737
356 610 1572
357 371 1273
358 904 1205
359 1124 1112
360 585 1174
361 842 1349
362 756 1576
363 913 943
364 673 1566
365 501 99
366 455 1368
367 842 1360
368 852 1135
369 1029 1661
370 565 1105
371 765 1306
372 1173 1069
373 693 1105
374 930 1041
375 955 969
376 471 1106
377 534 944
378 627 1273
379 451 1239
380 822 1770
381 795 1084
382 595 1352
383 716 1215
384 1313 1219
385 998 64
386 435 1246
387 359 1233
388 716 1186
389 1048 1235
390 684 1305
391 837 1765
392 739 1135
393 310 1228
394 735 279
395 844 1020
396 409 1398
397 719 1463
398 830 1742
399 770 1219
400 750 1442
401 593 1147
402 751 1253
403 815 1377
404 318 1109
405 942 1708
406 1103 1042
407 702 1359
408 551 1183
409 660 1428
410 1032 826
411 609 1542
412 420 1137
413 1280 1201
414 907 1040
415 1181 1143
416 626 1503
417 1091 793
418 933 1216
419 900 1365
420 589 1223
421 717 1336
422 629 464
423 596 1205
424 657 1024
425 856 712
426 859 1306
427 560 1076
428 591 1371
429 767 1377
430 580 1311
431 721 1396
432 271 1447
433 681 1175
434 832 1779
435 1277 685
436 805 1209
437 1036 1887
438 572 1235
439 24 1738
440 1131 874
441 818 1179
442 1021 1866
443 907 1299
444 990 776
445 896 1876
446 576 1568
447 513 1012
448 569 1557
449 390 1542
450 907 1036
451 916 1275
452 699 1032
453 616 882
454 473 1164
455 728 1366
456 228 1378
457 872 949
458 336 1195
459 891 1383
460 944 1303
461 759 1475
462 397 1466
463 863 747
464 570 1542
465 492 1310
466 1021 1720
467 772 1113
468 515 1232
469 827 1881
470 594 1100
471 567 1362
472 589 1507
473 689 1356
474 923 1015
475 994 1187
476 347 1276
477 933 1538
478 954 392
479 875 662
480 899 1829
481 551 1152
482 1036 1492
483 900 1112
484 631 1513
485 344 1272
486 424 1415
487 430 1552
488 608 1342
489 1069 1037
490 703 1275
491 606 1047
492 820 1880
493 445 1503
494 347 1654
495 676 1322
496 581 1053
497 728 1191
498 311 1633
499 564 903
500 549 1037
501 308 1568
502 830 1002
503 639 1009
504 984 1471
505 705 1223
506 498 1337
507 1012 165
508 864 1851
509 669 1077
510 695 1174
511 549 1280
512 868 1051
513 777 1188
514 607 1436
515 805 735
516 701 1412
517 867 1791
518 877 358
519 294 1640
520 855 1074
521 914 1629
522 519 1170
523 607 1105
524 594 1467
525 613 1123
526 420 1176
527 978 1069
528 662 1145
529 581 1036
530 820 1294
531 779 1255
532 1017 1284
533 948 168
534 1170 783
535 891 1279
536 423 1217
537 716 1145
538 614 1139
539 893 1176
540 801 839
541 389 1252
542 726 1580
543 946 1096
544 903 1841
545 477 1346
546 594 1290
547 740 1210
548 624 1026
549 885 1416
550 812 863
551 623 1376
552 870 1242
553 868 1127
554 742 496
555 714 129
556 553 1300
557 777 1212
558 679 1289
559 638 1030
560 907 1216
561 744 1241
562 366 1194
563 548 1227
564 484 1132
565 1003 938
566 609 1267
567 456 290
568 407 1658
569 620 1189
570 1011 171
571 1061 1845
572 877 700
573 467 1283
574 679 1281
575 721 1290
576 788 1007
577 737 1145
578 857 743
579 763 612
580 705 1101
581 606 1311
582 728 232
583 662 1077
584 1046 728
585 914 1489
586 469 1362
587 642 1125
588 608 1890
589 863 261
590 691 1003
591 704 1142
592 105 1504
593 474 1076
594 241 1243
595 803 1536
596 522 1437
597 972 1276
598 678 1557
599 527 282
600 520 1666
601 716 1524
602 648 925
603 681 1382
604 562 419
605 1093 1856
606 849 655
607 741 1384
608 500 1040
609 1310 1233
610 567 1651
611 390 1526
612 998 1631
613 700 1132
614 965 1495
615 489 1231
616 801 1323
617 492 1520
618 921 1069
619 841 1131
620 576 1121
621 571 1175
622 867 1085
623 762 1540
624 702 1481
625 736 1390
626 868 769
627 993 1657
628 315 1156
629 662 1321
630 755 1238
631 1135 1118
632 730 1277
633 720 1222
634 575 1138
635 1156 1080
636 600 1006
637 728 1321
638 1003 782
639 870 349
640 984 118
641 1034 1685
642 508 1037
643 1047 1641
644 746 1358
645 1176 823
646 655 1113
647 1082 799
648 1096 1029
649 666 1282
650 681 1211
651 749 1019
652 604 1152
653 361 1675
654 981 1859
655 1040 1854
656 688 1156
657 850 1710
658 895 318
659 408 1322
660 583 1345
661 653 1548
662 374 1472
663 655 1079
664 626 1188
665 748 1054
666 640 1086
667 883 914
668 976 194
669 167 1593
670 1016 1351
671 598 1198
672 649 1307
673 494 203
674 846 793
675 538 1459
676 691 1076
677 333 1119
678 312 1779
679 1033 1808
680 232 1363
681 1180 785
682 672 1174
683 746 1694
684 1024 1816
685 680 1195
686 671 1500
687 585 1509
688 379 1476
689 655 1138
690 409 1451
691 772 1223
692 637 956
693 551 1174
694 694 1105
695 503 1667
696 814 1756
697 616 1198
698 1102 1890
699 849 1143
700 426 1340
701 295 1652
702 863 352
703 926 94
704 971 857
705 274 1416
706 981 1679
707 813 286
708 905 125
709 361 1344
710 569 1214
711 676 1460
712 508 1350
713 956 1893
714 648 1239
715 694 1394
716 673 1319
717 700 1184
718 340 1542
719 482 1127
720 816 1021
721 723 1154
722 452 1651
723 710 1311
724 347 1344
725 597 1155
726 862 1260
727 997 1806
728 819 1000
729 397 1130
730 392 1513
731 641 1111
732 918 1725
733 903 1142
734 554 1585
735 452 1043
736 891 1207
737 1160 1479
738 602 1621
739 623 1341
740 789 1095
741 831 1010
742 783 1170
743 1036 827
744 721 1327
745 1030 923
746 530 1177
747 695 1190
748 329 1341
749 777 306
750 391 1671
751 430 1225
752 679 1311
753 746 1015
754 568 14
755 655 1593
756 695 1461
757 618 986
758 1020 1642
759 667 1341
760 481 2
761 1124 1229
762 916 861
763 689 143
764 723 1052
765 964 1471
766 1043 1851
767 899 1098
768 805 1280
769 998 1676
770 1086 1815
771 556 1446
772 963 1725
773 583 820
774 639 1129
775 751 1350
776 655 1143
777 699 1342
778 192 1352
779 751 1189
780 112 1536
781 618 1139
782 596 1231
783 622 316
784 628 1001
785 939 1255
786 623 1558
787 811 1735
788 67 1556
789 304 1103
790 627 1535
791 1008 136
792 522 1403
793 590 1178
794 316 1383
795 301 1648
796 574 1052
797 663 912
798 867 1259
799 532 157
800 744 1188
801 430 1517
802 596 1222
803 1010 1736
804 539 803
805 526 1267
806 997 1602
807 1183 1143
808 584 1459
809 746 970
810 1005 1323
811 757 1128
812 1033 1234
813 482 277
814 516 1019
815 704 1109
816 784 1781
817 778 1386
818 315 1116
819 524 963
820 902 381
821 614 1280
822 977 1004
823 673 1177
824 580 1507
825 695 258
826 559 1369
827 609 1418
828 724 1577
829 767 1203
830 697 1520
831 674 1164
832 446 1228
833 653 1539
834 1012 1672
835 789 1252
836 823 1266
837 563 1333
838 945 733
839 952 1789
840 578 947
841 499 1079
842 305 1238
843 575 1378
844 437 1135
845 896 1027
846 689 988
847 891 1808
848 238 1380
849 891 1195
850 995 1638
851 525 1559
852 737 1283
853 620 932
854 653 1095
855 510 171
856 891 779
857 100 1557
858 524 1655
859 922 1129
860 529 1404
861 1087 1046
862 677 1354
863 1150 1109
864 685 1182
865 692 1206
866 515 1364
867 678 1343
868 426 1399
869 844 1289
870 673 994
871 634 1343
872 9 1590
873 627 994
874 770 1342
875 664 1045
876 758 1116
877 482 1510
878 1234 1046
879 567 1013
880 623 1262
881 816 748
882 557 1195
883 619 1364
884 602 211
885 799 1112
886 699 1532
887 277 1246
888 1169 1046
889 732 1161
890 1110 715
891 974 940
892 1246 832
893 898 1208
894 707 283
895 500 929
896 959 1022
897 548 1009
898 788 1262
899 638 1168
900 854 1037
901 91 1596
902 703 1188
903 514 1330
904 422 1282
905 906 1090
906 1187 769
907 677 1066
908 555 1027
909 651 1363
910 1146 658
911 738 1122
912 723 1128
913 684 1386
914 998 1273
915 592 1279
916 888 1210
917 443 1213
918 570 1120
919 317 1249
920 468 1194
921 512 1260
922 476 1570
923 778 1794
924 574 1487
925 826 820
926 788 436
927 391 1305
928 1173 702
929 359 1567
930 588 1100
931 1141 1092
932 775 1064
933 1125 1404
934 1047 1847
935 661 1146
936 562 929
937 984 895
938 434 1247
939 935 1213
940 816 1792
941 842 138
942 891 1141
943 666 1126
944 458 1613
945 588 1529
946 575 1276
947 427 1261
948 515 1027
949 1022 1869
950 576 1545
951 861 150
952 399 75
953 415 1246
954 341 1582
955 627 1116
956 427 16
957 258 1478
958 1026 1147
959 921 963
960 866 1267
961 257 1325
962 982 878
963 923 1290
964 355 1512
965 298 1655
966 1000 1135
967 856 759
968 443 1250
969 1016 1690
970 638 1198
971 461 1091
972 683 1309
973 413 1499
974 794 1069
975 675 1013
976 1384 993
977 649 1174
978 319 1126
979 998 1026
980 704 206
981 718 1551
982 482 1273
983 698 1139
984 438 1297
985 908 1013
986 663 1254
987 886 1015
988 415 1693
989 497 1243
990 580 1254
991 557 1579
992 684 1144
993 585 1555
994 1091 765
995 424 1145
996 630 962
997 1004 976
998 748 1345
999 593 1107
1000 708 1072
1001 116 1507
1002 308 34
1003 560 1138
1004 746 1149
1005 457 1427
1006 406 1471
1007 259 1366
1008 876 1477
1009 674 994
1010 1024 1863
1011 921 1748
1012 363 1390
1013 451 172
1014 910 1350
1015 882 126
1016 385 1434
1017 896 1756
1018 621 1035
1019 942 1782
1020 374 1512
1021 488 1238
1022 534 1602
1023 746 1469
1024 1117 1050
1025 559 1357
1026 740 1196
1027 520 1648
1028 635 1545
1029 723 489
1030 454 1199
1031 965 197
1032 884 1237
1033 637 1330
1034 708 1161
1035 956 926
1036 662 1158
1037 657 1118
1038 958 1732
1039 599 1265
1040 458 1211
1041 849 739
1042 935 944
1043 478 1362
1044 912 1422
1045 653 1482
1046 469 1101
1047 326 1343
1048 562 1419
1049 592 1073
1050 434 1014
1051 1021 1195
1052 571 1096
1053 949 1055
1054 745 1340
1055 44 800
1056 613 1388
1057 512 1157
1058 882 1376
1059 772 1299
1060 625 1241
1061 1110 1100
1062 618 53
1063 681 1309
1064 1061 996
1065 602 1096
1066 679 1480
1067 576 1057
1068 347 1656
1069 683 1279
1070 882 1090
1071 1140 1185
1072 695 1178
1073 1183 1037
1074 650 845
1075 633 1357
1076 687 1442
1077 644 1574
1078 793 333
1079 1120 643
1080 844 1247
1081 751 1164
1082 589 1424
1083 930 1711
1084 655 1286
1085 378 1547
1086 963 1221
1087 897 1282
1088 894 1144
1089 494 1209
1090 728 1176
1091 485 1206
1092 672 1576
1093 566 1110
1094 459 1390
1095 679 1194
1096 492 212
1097 641 1593
1098 1185 779
1099 546 172
1100 600 1236
1101 822 835
1102 846 1840
1103 421 1097
1104 425 1398
1105 454 1193
1106 740 1058
1107 655 983
1108 397 1492
1109 868 1178
1110 1012 1832
1111 1180 798
1112 581 1275
1113 563 1032
1114 656 1539
1115 1247 1272
1116 847 1152
1117 660 1132
1118 693 1007
1119 60 1571
1120 447 1495
1121 484 1193
1122 546 1135
1123 938 1183
1124 1020 1729
1125 615 1505
1126 996 723
1127 842 772
1128 744 1160
1129 1047 1861
1130 767 1145
1131 982 1041
1132 589 1266
1133 1000 1224
1134 536 1131
1135 566 1568
1136 744 1125
1137 1044 87
1138 979 1794
1139 145 1348
1140 886 1009
1141 655 1463
1142 904 1165
1143 900 1202
1144 562 1119
1145 602 1479
1146 542 1179
1147 732 1204
1148 676 1086
1149 620 1293
1150 873 760
1151 1049 1370
1152 615 1101
1153 662 1317
1154 541 1259
1155 1192 1257
1156 892 125
1157 861 363
1158 779 1297
1159 831 235
1160 656 1126
1161 797 1293
1162 648 954
1163 566 269
1164 578 1487
1165 360 1300
1166 830 1269
1167 625 961
1168 668 1551
1169 1025 1879
1170 622 1580
1171 787 1118
1172 823 1332
1173 669 1040
1174 821 1378
1175 631 1370
1176 565 260
1177 505 1212
1178 567 1104
1179 596 1416
1180 809 303
1181 646 1279
1182 864 1252
1183 428 1126
1184 137 1510
1185 790 1315
1186 508 924
1187 674 1358
1188 1150 639
1189 947 1151
1190 793 1285
1191 585 1146
1192 331 1307
1193 772 1334
1194 328 1175
1195 1164 1192
1196 459 1215
1197 694 1329
1198 571 1613
1199 780 1034
1200 637 1406
1201 462 1204
1202 156 1363
1203 1029 1816
1204 760 1098
1205 882 758
1206 851 999
1207 611 1237
1208 616 1039
1209 1084 939
1210 688 1217
1211 648 1599
1212 592 1243
1213 660 1202
1214 901 1057
1215 543 1133
1216 679 1157
1217 693 1050
1218 875 770
1219 1068 1129
1220 373 1696
1221 977 1725
1222 600 1294
1223 729 1338
1224 574 912
1225 606 1580
1226 522 1271
1227 688 1084
1228 798 538
1229 210 1494
1230 914 878
1231 1012 1741
1232 548 1355
1233 571 975
1234 673 1206
1235 843 327
1236 614 1043
1237 639 1005
1238 612 1133
1239 544 1460
1240 565 1256
1241 325 1271
1242 574 1263
1243 842 1130
1244 710 1470
1245 744 338
1246 975 1055
1247 637 232
1248 599 1262
1249 473 1410
1250 891 109
1251 582 1119
1252 602 1068
1253 676 832
1254 445 1056
1255 765 1116
1256 934 1362
1257 438 1580
1258 709 1195
1259 519 1248
1260 603 1320
1261 535 1091
1262 561 1136
1263 1309 732
1264 671 997
1265 777 1782
1266 715 1190
1267 814 790
1268 1067 1202
1269 829 1710
1270 224 1270
1271 794 1216
1272 867 1077
1273 607 919
1274 513 233
1275 779 1566
1276 885 1371
1277 307 1228
1278 337 1332
1279 765 607
1280 624 1231
1281 651 1110
1282 1072 1018
1283 656 1585
1284 618 1276
1285 439 7
1286 553 938
1287 674 254
1288 682 1189
1289 1122 1534
1290 254 1497
1291 459 1221
1292 674 1498
1293 1043 1631
1294 382 1410
1295 623 1053
1296 665 1272
1297 681 1192
1298 758 1114
1299 1019 105
1300 1113 1707
1301 1090 1841
1302 805 1275
1303 560 1203
1304 890 725
1305 575 1297
1306 574 1156
1307 1045 49
1308 988 1158
1309 1017 879
1310 584 1179
1311 259 1390
1312 835 1760
1313 1110 1295
1314 751 1241
1315 1073 1093
1316 770 1092
1317 910 1375
1318 852 1533
1319 850 1299
1320 703 1435
1321 795 796
1322 436 1215
1323 700 275
1324 669 282
1325 955 1041
1326 688 983
1327 572 246
1328 631 1154
1329 332 1548
1330 408 1694
1331 400 1429
1332 653 193
1333 432 1105
1334 969 1197
1335 679 1139
1336 461 1587
1337 604 1223
1338 883 608
1339 612 1105
1340 1041 1766
1341 927 1262
1342 617 291
1343 943 1357
1344 317 1326
1345 895 1033
1346 806 1391
1347 300 1317
1348 664 1134
1349 674 351
1350 201 1568
1351 911 1366
1352 1325 1255
1353 618 1170
1354 739 1384
1355 628 415
1356 364 1459
1357 674 1159
1358 666 289
1359 406 1348
1360 1039 1852
1361 792 1772
1362 508 1264
1363 613 1578
1364 421 1190
1365 1022 1849
1366 327 1363
1367 823 564
1368 7 1512
1369 840 1314
1370 860 1104
1371 698 1342
1372 240 1455
1373 352 1610
1374 560 1369
1375 769 1332
1376 1295 1298
1377 863 1022
1378 868 1449
1379 467 1240
1380 1129 773
1381 597 939
1382 1008 1897
1383 464 1143
1384 360 1016
1385 224 1313
1386 744 1127
1387 505 1177
1388 840 786
1389 724 1142
1390 553 1420
1391 224 1293
1392 210 1314
1393 634 962
1394 749 577
1395 635 1327
1396 795 1128
1397 621 1260
1398 744 881
1399 696 1038
1400 690 1007
1401 845 691
1402 822 1104
1403 627 1152
1404 732 1109
1405 1029 1424
1406 219 1419
1407 531 983
1408 1006 726
1409 610 1385
1410 219 1364
1411 569 1252
1412 1343 1024
1413 745 1534
1414 695 1407
1415 791 389
1416 1080 1194
1417 315 1133
1418 543 1165
1419 698 1134
1420 569 1197
1421 783 1358
1422 377 1222
1423 694 1509
1424 898 224
1425 773 792
1426 1007 902
1427 689 907
1428 609 238
1429 497 1364
1430 674 1040
1431 583 1042
1432 704 1345
1433 371 1676
1434 937 1011
1435 849 1011
1436 965 1733
1437 660 1268
1438 626 253
1439 578 1424
1440 732 252
1441 986 1275
1442 674 850
1443 673 1053
1444 651 1154
1445 312 1518
1446 584 12
1447 855 1333
1448 1024 1479
1449 902 993
1450 886 307
1451 494 1288
1452 1003 1698
1453 653 1291
1454 580 1196
1455 744 1121
1456 903 601
1457 1246 1215
1458 429 1426
1459 559 1010
1460 860 1148
1461 1012 1126
1462 544 1108
1463 520 179
1464 447 1356
1465 1040 993
1466 1014 1668
1467 339 1275
1468 940 1061
1469 536 170
1470 467 1087
1471 536 1217
1472 975 1099
1473 953 1568
1474 1113 792
1475 439 1550
1476 809 1079
1477 707 264
1478 717 1159
1479 870 1373
1480 600 970
1481 1033 1405
1482 1008 1456
1483 889 1178
1484 498 1070
1485 964 141
1486 345 1500
1487 993 150
1488 920 901
1489 858 1859
1490 865 1053
1491 644 1184
1492 579 1084
1493 994 1352
1494 590 1232
1495 711 671
1496 497 1236
1497 603 1170
1498 780 1164
1499 599 1088
1500 528 1346
1501 925 324
1502 700 1443
1503 912 66
1504 956 1780
1505 862 1370
1506 492 1141
1507 811 1258
1508 942 763
1509 993 1736
1510 560 1223
1511 833 1281
1512 923 1080
1513 749 1233
1514 657 1210
1515 682 1075
1516 672 1567
1517 587 1218
1518 956 1244
1519 737 1212
1520 1032 1218
1521 551 1132
1522 429 1207
1523 977 37
1524 962 1173
1525 1025 1286
1526 854 343
1527 613 1261
1528 701 1037
1529 427 1034
1530 443 1028
1531 607 1374
1532 595 1067
1533 576 1387
1534 428 147
1535 719 1424
1536 799 794
1537 646 1114
1538 647 1315
1539 927 101
1540 975 1019
1541 840 1084
1542 1306 1212
1543 1013 1599
1544 1078 1432
1545 944 396
1546 588 1458
1547 733 1282
1548 880 1219
1549 477 1252
1550 961 1296
1551 682 1220
1552 643 1080
1553 735 1316
1554 283 1128
1555 311 1634
1556 889 1041
1557 853 213
1558 1183 1448
1559 765 1114
1560 732 1078
1561 603 617
1562 480 1134
1563 815 1242
1564 476 1229
1565 1059 1182
1566 256 1331
1567 627 788
1568 607 1726
1569 792 559
1570 970 1
1571 576 1512
1572 510 1209
1573 652 1150
1574 214 1461
1575 833 1138
1576 996 61
1577 778 762
1578 669 1080
1579 960 1738
1580 457 1327
1581 1019 784
1582 312 1677
1583 707 1281
1584 578 1253
1585 522 1272
1586 728 1173
1587 886 1099
1588 565 310
1589 372 1556
1590 599 937
1591 398 1314
1592 1004 1835
1593 496 1651
1594 591 1196
1595 624 1083
1596 639 1356
1597 679 1096
1598 615 233
1599 857 1202
1600 542 1046
1601 945 1090
1602 652 754
1603 756 1132
1604 861 1043
1605 1019 1666
1606 1311 1237
1607 685 1582
1608 749 1011
1609 614 1652
1610 585 451
1611 476 1212
1612 463 1267
1613 274 1272
1614 564 1265
1615 627 1400
1616 422 1239
1617 526 937
1618 420 18
1619 585 815
1620 1169 1105
1621 1160 880
1622 804 1079
1623 385 1469
1624 706 1248
1625 224 1371
1626 742 1372
1627 907 1272
1628 863 1202
1629 913 1079
1630 1197 1096
1631 417 1555
1632 682 1012
1633 606 1622
1634 989 1294
1635 800 1208
1636 360 1383
1637 536 953
1638 627 1036
1639 746 1184
1640 971 142
1641 340 1640
1642 254 1438
1643 531 1010
1644 254 1490
1645 282 1285
1646 826 593
1647 758 1275
1648 623 1177
1649 623 1125
1650 935 1156
1651 842 1021
1652 583 1346
1653 881 1086
1654 573 1123
1655 854 1004
1656 746 1318
1657 722 1113
1658 1029 1364
1659 507 1467
1660 1011 839
1661 811 1748
1662 961 1465
1663 950 1282
1664 598 1269
1665 112 1594
1666 977 1013
1667 972 999
1668 869 1436
1669 783 1220
1670 891 786
1671 1043 1668
1672 902 721
1673 1045 1752
1674 879 1200
1675 660 668
1676 563 1221
1677 900 710
1678 692 1348
1679 445 1503
1680 1014 141
1681 648 1129
1682 876 1199
1683 907 1018
1684 606 1156
1685 914 718
1686 588 1498
1687 1188 1067
1688 390 1606
1689 664 1017
1690 563 1215
1691 508 1310
1692 604 1367
1693 776 1284
1694 648 1395
1695 991 1864
1696 690 1148
1697 706 1175
1698 1017 166
1699 224 1370
1700 498 1361
1701 856 1067
1702 616 1545
1703 615 1331
1704 973 1229
1705 827 264
1706 1172 1291
1707 644 1357
1708 912 1457
1709 296 1347
1710 947 1372
1711 515 1375
1712 686 1142
1713 681 1015
1714 710 1074
1715 1131 1061
1716 89 1552
1717 895 758
1718 7 1515
1719 452 1226
1720 344 1136
1721 244 1424
1722 539 1311
1723 598 1426
1724 719 1209
1725 604 431
1726 891 743
1727 732 1127
1728 1339 1164
1729 830 759
1730 471 1080
1731 536 1294
1732 608 1564
1733 525 1183
1734 954 1298
1735 876 739
1736 640 1157
1737 592 1205
1738 844 1254
1739 928 1181
1740 657 1470
1741 1029 1812
1742 482 1464
1743 471 1678
1744 704 1229
1745 1251 1031
1746 668 1129
1747 730 1166
1748 1028 1655
1749 812 226
1750 946 1464
1751 673 271
1752 720 1094
1753 613 1076
1754 746 981
1755 600 1222
1756 972 1710
1757 951 1700
1758 679 1172
1759 899 1844
1760 677 1121
1761 1019 1267
1762 872 746
1763 687 1354
1764 768 1001
1765 858 1148
1766 518 1763
1767 779 1228
1768 1040 910
1769 777 1158
1770 754 1428
1771 599 1277
1772 882 1307
1773 543 1532
1774 500 1577
1775 948 994
1776 687 1185
1777 610 1198
1778 671 1026
1779 514 1008
1780 584 1282
1781 939 785
1782 424 213
1783 760 1211
1784 618 1524
1785 805 1218
1786 471 1596
1787 553 1291
1788 643 1142
1789 539 1363
1790 504 1051
1791 232 1234
1792 668 910
1793 688 1148
1794 1039 925
1795 523 1440
1796 578 1476
1797 1003 1730
1798 565 1089
1799 882 1207
1800 583 1101
1801 565 1056
1802 457 1542
1803 662 1316
1804 619 87
1805 464 953
1806 451 1019
1807 770 1702
1808 414 1430
1809 471 1017
1810 1173 1248
1811 854 1318
1812 601 1149
1813 998 1734
1814 240 1415
1815 345 1577
1816 577 1336
1817 599 1198
1818 741 1471
1819 633 1106
1820 630 1198
1821 633 861
1822 333 1352
1823 597 1159
1824 951 1307
1825 576 1078
1826 352 1345
1827 611 1151
1828 855 1143
1829 639 1087
1830 650 1153
1831 191 1353
1832 764 356
1833 560 1385
1834 21 1321
1835 555 1002
1836 555 4
1837 730 1133
1838 974 1154
1839 732 1477
1840 735 1323
1841 967 963
1842 83 1594
1843 777 1286
1844 679 1071
1845 924 1315
1846 947 1498
1847 558 1121
1848 824 1599
1849 804 1264
1850 683 1361
1851 881 1226
1852 728 1297
1853 908 396
1854 513 254
1855 262 1431
1856 1154 1174
1857 929 959
1858 930 1601
1859 553 1493
1860 627 1104
1861 1027 1066
1862 592 1163
1863 859 617
1864 560 613
1865 466 1081
1866 378 1479
1867 935 1272
1868 445 1125
1869 916 1245
1870 816 1700
1871 1005 1789
1872 559 1456
1873 585 1192
1874 599 1181
