NAME : Flanders2
189 14620 6038
190 15203 4485
191 10789 5632
192 13032 3770
193 15924 3435
194 9709 5538
195 10162 7818
196 14839 3788
197 9933 6125
198 14793 8152
199 14501 7930
200 19742 1141
201 12479 7116
202 13559 5077
203 14696 8268
204 15276 7669
205 23927 3847
206 15957 7060
207 8429 7683
208 14045 8652
209 22636 6796
210 18295 5172
211 15641 5951
212 12749 5049
213 22806 6685
214 5702 1910
215 15851 6476
216 15303 7515
217 15657 5937
218 14685 2196
219 15411 4558
220 8915 6456
221 14979 2328
222 12914 4152
223 8861 6298
224 5607 2073
225 22458 7392
226 12185 3674
227 5918 8260
228 18875 8040
229 18235 5222
230 5086 4376
231 5497 8271
232 17774 2467
233 9801 5218
234 16305 3338
235 18630 2392
236 22971 3607
237 15633 3443
238 23552 6424
239 22207 6705
240 14423 8535
241 5391 8212
242 14431 7802
243 4573 2781
244 13167 6980
245 23533 3098
246 21502 5233
247 14796 8375
248 4174 6930
249 15133 1571
250 9487 5365
251 7649 6282
252 14385 8380
253 7665 4747
254 18246 3795
255 15703 7031
256 15635 3466
257 14423 8079
258 12366 4436
259 5888 8846
260 8961 5134
261 15541 2752
262 20522 5351
263 4870 3627
264 17188 7894
265 16488 6421
266 9574 8591
267 14158 4915
268 10246 5711
269 12749 4054
270 15708 3004
271 10999 4773
272 1244 8188
273 11701 8216
274 2521 3545
275 15198 3241
276 15546 8377
277 14690 8166
278 23940 6157
279 7109 7519
280 7870 6377
281 4457 5481
282 14982 8356
283 15206 3523
284 13956 7679
285 4004 8702
286 7495 3680
287 3283 3159
288 15581 481
289 12841 4214
290 16950 7752
291 9574 5680
292 20730 2456
293 11680 7926
294 5656 8298
295 12582 6259
296 23681 7489
297 14372 3909
298 15141 4384
299 14574 5741
300 23409 6769
301 11944 8721
302 12916 4406
303 14301 8515
304 13948 9450
305 15476 7792
306 3434 3601
307 8394 4264
308 14709 7861
309 13486 3494
310 22995 5808
311 15889 8033
312 15271 3896
313 22466 6779
314 14634 8553
315 22904 6278
316 14650 8141
317 10916 8396
318 15705 8883
319 1482 4432
320 16618 6488
321 5859 5468
322 16769 5620
323 19205 1251
324 14747 7089
325 15921 7770
326 14609 8273
327 23646 5877
328 12897 5987
329 15387 8445
330 1714 4460
331 17863 3682
332 2451 8794
333 20460 6031
334 12187 4898
335 6812 8231
336 23900 6447
337 14318 7824
338 7182 8391
339 14855 3219
340 5888 8807
341 14828 8257
342 14949 3695
343 5175 3838
344 23665 8539
345 24305 4907
346 23481 4086
347 22536 7004
348 14777 2130
349 14706 4919
350 14355 8486
351 6015 6226
352 21108 8496
353 15187 4269
354 20790 5309
355 24615 8034
356 13151 6620
357 5375 3528
358 14790 8162
359 6285 4240
360 14904 8483
361 12722 6174
362 6164 8460
363 8888 5163
364 9471 6025
365 14539 8007
366 5702 6102
367 17482 2593
368 11072 5594
369 9288 5506
370 19348 8456
371 15751 9213
372 9838 6138
373 16445 5492
374 15886 5609
375 18441 4052
376 12012 6771
377 12646 5634
378 17398 7629
379 15309 417
380 18800 2487
381 15090 8057
382 16386 1379
383 18665 3136
384 25852 6752
385 24545 6198
386 18322 6458
387 5140 3690
388 15122 2637
389 9239 5160
390 16758 7186
391 19359 8653
392 14050 7739
393 15363 4917
394 14712 8218
395 17142 2620
396 16734 6028
397 5016 7318
398 15616 4200
399 14782 8349
400 9406 5497
401 12187 5332
402 6825 4457
403 15103 3684
404 10721 6130
405 11572 7507
406 22534 8524
407 402 4795
408 11148 6973
409 9609 6161
410 15716 6300
411 15341 8295
412 23816 6428
413 19253 2186
414 15446 8359
415 14615 4085
416 12903 5042
417 11788 5889
418 15201 8374
419 14655 9064
420 4730 8929
421 17809 7543
422 21564 6397
423 5013 3871
424 14831 8077
425 14085 3478
426 19383 6361
427 675 4797
428 17088 7697
429 5211 7073
430 13629 3431
431 13073 4018
432 15282 3148
433 9649 5603
434 10673 7275
435 15198 7611
436 22815 4610
437 14085 3775
438 8216 3895
439 14901 3881
440 17922 1838
441 15462 3417
442 14793 3664
443 15930 8477
444 15252 3246
445 14307 3473
446 11556 7831
447 2108 3714
448 9231 5191
449 15322 3633
450 14342 5136
451 961 4688
452 14369 8284
453 10284 5772
454 2951 3480
455 25201 6297
456 5710 1887
457 17361 536
458 2853 3415
459 24003 4950
460 23970 4848
461 15246 1825
462 13022 8090
463 18881 5792
464 13705 8229
465 6075 6223
466 15711 3011
467 18489 6304
468 9490 5557
469 19342 8435
470 17350 7761
471 14339 8026
472 9787 5372
473 10227 7761
474 16378 4629
475 9514 6261
476 8434 4309
477 14542 5679
478 10011 6108
479 23009 3792
480 17614 2364
481 14777 4174
482 16818 8993
483 18797 7379
484 14337 8896
485 16872 2758
486 13176 5752
487 16248 1381
488 24734 5419
489 14901 6254
490 22458 7098
491 12687 5248
492 13626 9528
493 5327 8866
494 16305 3231
495 650 4738
496 10438 8711
497 14706 7902
498 15044 3786
499 15435 5511
500 22021 6799
501 4444 5095
502 22356 7943
503 26230 4241
504 14979 8298
505 17944 7781
506 14644 8350
507 14685 7308
508 23220 6565
509 13635 6757
510 24910 7309
511 10222 5007
512 17169 3563
513 18751 2310
514 15930 7563
515 15203 8140
516 20833 4056
517 19423 8729
518 20746 8262
519 3237 6822
520 15076 8789
521 15195 7072
522 17377 7424
523 14966 8166
524 21778 8107
525 19134 5232
526 14393 8665
527 16194 3694
528 17693 5454
529 9590 5651
530 20317 2940
531 14752 8916
532 10551 7417
533 11140 7030
534 22731 6345
535 14431 8637
536 19116 3449
537 18924 5093
538 3474 3227
539 14625 8237
540 18100 5033
541 23808 6049
542 18381 4661
543 8823 8274
544 11151 7629
545 25388 6394
546 22307 5935
547 14736 8860
548 16580 4358
549 22177 6729
550 15184 3095
551 21170 8367
552 14855 8176
553 17695 7409
554 15203 7803
555 20579 3593
556 24534 4382
557 14539 8401
558 9293 5561
559 23957 7772
560 14976 1905
561 14655 8890
562 8812 4936
563 12085 7437
564 15014 8144
565 12976 4579
566 8075 3153
567 9547 5822
568 9471 5775
569 14823 8146
570 17512 5502
571 14609 4230
572 14690 2113
573 25323 5191
574 18330 4000
575 5173 8127
576 17760 3542
577 12114 4834
578 11261 4867
579 14976 7014
580 16702 5597
581 9909 5521
582 4322 4463
583 13437 3611
584 15913 3624
585 11472 5664
586 18816 2340
587 12611 8329
588 5370 4877
589 22893 2891
590 15984 7746
591 14769 3858
592 11739 6102
593 13815 8639
594 7136 3353
595 14580 8130
596 19040 4562
597 13583 6251
598 18557 5436
599 14172 7103
600 7638 7538
601 1630 4116
602 10378 6266
603 16370 7028
604 14820 8478
605 15368 7511
606 5823 8068
607 17061 5128
608 15614 3421
609 2070 7892
610 21880 4187
611 12452 7160
612 17417 7470
613 15697 1284
614 26179 9015
615 18400 6497
616 1895 3938
617 15163 3217
618 21213 6332
619 15554 7982
620 9387 5441
621 16461 3163
622 15714 3602
623 11593 4910
624 9293 4771
625 2813 3426
626 16694 9294
627 5786 6783
628 15041 6706
629 14536 8720
630 18835 4345
631 15557 5985
632 14463 4014
633 10449 7108
634 15066 5352
635 13221 4233
636 14320 3978
637 14796 4029
638 15822 2415
639 18681 6057
640 17182 7424
641 22793 7983
642 10678 3795
643 16683 3945
644 14145 7774
645 6447 8412
646 20447 2232
647 1981 7817
648 13051 4790
649 12733 4124
650 19302 8474
651 9439 6072
652 13988 4852
653 15611 921
654 21343 3872
655 16324 4560
656 15400 7925
657 9725 5682
658 8580 3178
659 24761 8724
660 15006 4963
661 15371 8128
662 8216 5413
663 12903 4270
664 16237 2492
665 14339 8357
666 16486 3940
667 13562 3408
668 5713 3541
669 8456 2655
670 14310 6999
671 3782 4121
672 22075 3348
673 9007 8679
674 5232 3659
675 14526 8499
676 14180 9109
677 17355 7819
678 13437 7724
679 14542 4610
680 15003 8113
681 14469 8323
682 15770 7156
683 14893 8731
684 4203 5210
685 11056 7309
686 21451 5553
687 15179 7612
688 11866 8569
689 14512 8441
690 19407 2248
691 15152 8014
692 3515 5668
693 14647 8184
694 21456 5458
695 10062 5860
696 13608 7477
697 16073 8227
698 22218 5954
699 13864 7878
700 14663 8170
701 21883 6294
702 6309 7784
703 23220 7448
704 3547 2927
705 11358 6904
706 10224 3717
707 7724 7140
708 13208 6274
709 19056 3234
710 15219 7638
711 9706 5564
712 15128 3606
713 20822 5630
714 19372 8561
715 16459 3299
716 16432 4446
717 12452 7215
718 12187 6102
719 14091 7545
720 14493 7994
721 18414 8143
722 13616 8664
723 22545 8049
724 14968 8511
725 14814 4362
726 7001 7577
727 14717 8054
728 10219 3786
729 18427 4113
730 15795 8363
731 12727 4125
732 9261 4743
733 5181 3840
734 3750 4843
735 17541 7691
736 25409 6436
737 23595 7437
738 14185 4078
739 12079 7070
740 3140 3272
741 15376 7303
742 14472 9050
743 14196 1715
744 15030 8230
745 7268 7443
746 17917 7969
747 4981 8829
748 10187 3713
749 9247 5066
750 9706 4734
751 14658 8108
752 13662 9781
753 15309 6133
754 9571 5707
755 9271 5963
756 15862 2330
757 4941 8605
758 22464 7153
759 15184 3650
760 5435 4349
761 14747 7738
762 22852 5481
763 20314 5195
764 15036 7117
765 15290 2581
766 14922 8557
767 15989 4523
768 17374 7987
769 23873 7712
770 15422 4621
771 13996 5877
772 15036 3704
773 21454 3489
774 14139 8772
775 14156 7947
776 12978 5811
777 14779 8236
778 17428 8254
779 14868 7783
780 17420 7793
781 10913 8833
782 15060 8118
783 10103 3727
784 13494 3701
785 9563 6458
786 14204 7479
787 17736 4423
788 12789 3918
789 14698 3821
790 9439 5548
791 14949 7743
792 12420 3512
793 15662 8255
794 14744 4168
795 18937 5493
796 8858 7623
797 5643 4195
798 2114 7412
799 24977 5345
800 8626 4831
801 14739 9518
802 17957 5594
803 23395 3335
804 14347 8574
805 4077 3873
806 9560 5545
807 15368 2591
808 17666 7139
809 22636 7064
810 22966 7486
811 22307 6934
812 12096 8394
813 22380 5729
814 17439 3184
815 18216 4699
816 15379 7610
817 23292 7272
818 21411 4101
819 21116 5535
820 15444 2915
821 14742 8488
822 15179 3610
823 9193 8126
824 9547 6935
825 24248 3045
826 14374 8428
827 18405 4486
828 9379 5669
829 15446 4353
830 14428 5003
831 17298 8276
832 20619 3660
833 18792 5796
834 12098 6517
835 14847 8103
836 22685 3789
837 12897 7651
838 24102 6244
839 8418 9029
840 19332 2466
841 22145 9261
842 9196 5629
843 14644 8667
844 23322 3949
845 10816 6208
846 24678 5019
847 14922 3693
848 14466 7758
849 20514 7331
850 17172 4513
851 9763 8738
852 9366 5516
853 20660 5948
854 14661 8166
855 23395 3392
856 17344 988
857 15522 8020
858 15206 3410
859 8785 6299
860 23573 7340
861 6866 8219
862 14720 5134
863 18794 6562
864 23344 5802
865 4706 6945
866 6839 7877
867 12098 4226
868 6315 5755
869 9525 5437
870 5478 7978
871 9741 5188
872 15398 6009
873 14204 5641
874 13548 3542
875 7130 3775
876 15222 6818
877 4995 7766
878 14393 8666
879 25822 4255
880 12889 4278
881 11620 6998
882 14920 5878
883 14688 8206
884 15325 4265
885 11161 8111
886 15079 4129
887 8040 4730
888 23433 4458
889 17147 4221
890 15538 8209
891 9252 4022
892 8397 3396
893 2986 3246
894 14064 7815
895 21416 4970
896 15236 7924
897 13861 7714
898 17701 1234
899 21365 5435
900 6563 9079
901 22231 3563
902 15028 3485
903 1131 7845
904 15611 8049
905 3639 8097
906 20112 6379
907 15114 8365
908 9209 5387
909 9161 5341
910 19026 5127
911 25488 6299
912 13829 3497
913 9109 7539
914 14515 8376
915 14682 8352
916 17776 8059
917 25542 6053
918 15074 3692
919 18967 6329
920 20873 8446
921 14685 7517
922 13937 4864
923 2502 3400
924 13626 6374
925 24381 4582
926 14771 3663
927 14809 9591
928 3207 8435
929 12663 7510
930 15703 5016
931 25131 6547
932 4004 7470
933 13926 7975
934 4957 8140
935 9404 5524
936 14771 8130
937 9463 5302
938 16067 2690
939 22445 7252
940 9225 5570
941 15184 6814
942 12725 3760
943 7098 5017
944 15033 8727
945 20025 4123
946 7084 3909
947 25153 7422
948 13464 5243
949 9252 5518
950 20660 3732
951 22979 9075
952 6264 8565
953 15033 3610
954 15689 2459
955 19777 6244
956 7962 6588
957 18630 2464
958 10940 8403
959 20611 4838
960 16143 3378
961 19696 2293
962 15125 8022
963 20493 5462
964 15398 3539
965 12841 3938
966 22469 6947
967 15665 5000
968 15130 6861
969 14650 8206
970 10305 9119
971 21705 3863
972 6323 8404
973 18492 3906
974 14733 3682
975 23778 7570
976 12063 3771
977 14895 7925
978 25255 6997
979 3615 7398
980 9801 6917
981 12341 3717
982 14445 7908
983 15017 3553
984 17285 443
985 15654 7727
986 1779 7824
987 14798 4423
988 17290 8026
989 17998 4424
990 13562 8468
991 15225 2549
992 14723 8038
993 16094 9077
994 11396 4920
995 14825 8770
996 7284 7398
997 15314 5534
998 22372 5744
999 4190 4192
1000 5348 3114
1001 3672 4543
1002 15360 4506
1003 9358 5234
1004 11329 6755
1005 21570 8581
1006 5173 3568
1007 14434 8196
1008 3142 3220
1009 5775 8426
1010 15446 7483
1011 15209 3897
1012 15411 4131
1013 15314 8327
1014 13689 4560
1015 15462 7744
1016 20366 4521
1017 15363 4227
1018 9868 5634
1019 13872 8566
1020 23679 7855
1021 15508 3683
1022 17309 7798
1023 24321 8584
1024 13456 7938
1025 20603 5332
1026 19971 2350
1027 11755 6842
1028 15319 4059
1029 20903 4861
1030 14774 8001
1031 15336 6669
1032 21500 5623
1033 12978 3921
1034 10119 7785
1035 22450 3314
1036 14077 6215
1037 12908 3645
1038 2791 3447
1039 13537 7304
1040 15354 7954
1041 13572 6308
1042 23079 6827
1043 15341 5775
1044 19075 4186
1045 22269 3292
1046 13861 9414
1047 14523 7129
1048 9520 6454
1049 22439 7098
1050 11450 4807
1051 10867 6665
1052 14812 8316
1053 15708 3656
1054 9182 5941
1055 23749 7027
1056 15071 3640
1057 14237 7980
1058 14515 8421
1059 5753 1939
1060 15770 6237
1061 10513 8734
1062 9471 5720
1063 7311 5650
1064 18559 7989
1065 6004 6231
1066 14647 8085
1067 4444 5361
1068 15006 4600
1069 15063 3745
1070 14472 3910
1071 8577 5775
1072 15265 2841
1073 17018 6759
1074 13837 9411
1075 9266 5419
1076 15117 7833
1077 10964 9124
1078 20511 9275
1079 15417 1688
1080 16316 3111
1081 4941 6258
1082 14458 8608
1083 8243 8269
1084 17984 7228
1085 18459 2048
1086 5756 1952
1087 14863 8084
1088 24837 5443
1089 9414 4899
1090 20309 9211
1091 14806 4604
1092 14328 8347
1093 20649 5186
1094 24030 6937
1095 8440 7899
1096 15128 4675
1097 17601 6343
1098 14283 7732
1099 19307 5144
1100 8143 8655
1101 16610 9371
1102 14715 7302
1103 20250 9467
1104 6134 7738
1105 14220 3771
1106 16513 2836
1107 23997 8655
1108 15265 3077
1109 8132 4000
1110 14164 4233
1111 12789 4098
1112 14582 8075
1113 7616 7151
1114 19248 2147
1115 2759 3493
1116 764 5086
1117 14350 8057
1118 6215 7994
1119 15622 3184
1120 15989 3888
1121 15120 8422
1122 8154 4569
1123 15894 8268
1124 9401 5406
1125 4622 6865
1126 14685 8021
1127 2702 3229
1128 12147 5108
1129 15805 8805
1130 19062 6444
1131 15009 3943
1132 14577 8349
1133 14272 5354
1134 15576 8129
1135 8756 6306
1136 4957 4392
1137 2694 7443
1138 23625 5824
1139 10025 7843
1140 17628 8072
1141 14968 2765
1142 12144 7559
1143 23757 8332
1144 15711 3442
1145 12312 6156
1146 15363 6878
1147 5435 4007
1148 17863 4859
1149 14941 8074
1150 14758 8038
1151 15487 3480
1152 15060 7252
1153 13683 9335
1154 14769 8314
1155 17606 5447
1156 13969 8031
1157 23454 8037
1158 14031 8870
1159 5049 8004
1160 12357 4479
1161 15516 8846
1162 24016 9236
1163 15203 4348
1164 6061 1880
1165 19391 8767
1166 14269 3751
1167 16915 8096
1168 15738 2238
1169 16345 6074
1170 615 4716
1171 8999 5380
1172 16391 6625
1173 9560 3932
1174 15400 1707
1175 21481 7866
1176 14931 2822
1177 20868 6977
1178 15003 8300
1179 14026 7445
1180 5929 7995
1181 17663 6980
1182 14941 7960
1183 14577 5849
1184 19518 3252
1185 15322 7978
1186 6469 7935
1187 17490 2542
1188 9433 6243
1189 18808 2586
1190 9250 5618
1191 14690 8432
1192 13265 6042
1193 3958 2973
1194 14315 6717
1195 15028 8560
1196 17325 7470
1197 15549 2726
1198 16947 5587
1199 7079 8510
1200 20844 3798
1201 15581 4170
1202 25965 4973
1203 15206 4297
1204 9925 4892
1205 11682 9180
1206 15241 8313
1207 15368 8270
1208 15336 4040
1209 15147 4548
1210 21991 5559
1211 11394 6101
1212 14682 8318
1213 13910 3449
1214 15592 447
1215 14493 7489
1216 16953 4144
1217 20347 2146
1218 14415 1991
1219 15279 4340
1220 10130 7561
1221 11966 6810
1222 14477 8330
1223 7284 3671
1224 9304 5816
1225 12787 4172
1226 7365 6693
1227 7276 7591
1228 12973 6868
1229 18497 8388
1230 13305 4015
1231 14758 7399
1232 16923 7487
1233 15562 7741
1234 12036 7377
1235 3925 6861
1236 18616 3783
1237 16119 3753
1238 14134 7998
1239 15425 5813
1240 15732 7832
1241 5918 8235
1242 14480 8643
1243 9247 5530
1244 15741 7927
1245 5246 6345
1246 19475 5891
1247 12908 4223
1248 18270 3221
1249 1593 4391
1250 12039 7410
1251 14517 8114
1252 15552 3407
1253 23646 7027
1254 11936 5405
1255 13213 3028
1256 14796 7982
1257 14669 8211
1258 13683 9062
1259 5364 3563
1260 17882 1149
1261 3798 4751
1262 19785 6467
1263 16875 2981
1264 23004 4503
1265 14922 8202
1266 3933 8829
1267 23768 6177
1268 14647 5458
1269 16945 3664
1270 16788 3162
1271 16321 2365
1272 12536 4651
1273 25288 6330
1274 16505 6188
1275 13859 7546
1276 17652 5898
1277 16364 4428
1278 17358 7692
1279 23560 7895
1280 11801 8817
1281 21624 7215
1282 14677 7992
1283 14725 8322
1284 26268 4805
1285 14609 5070
1286 19448 5571
1287 6091 8157
1288 15603 587
1289 25344 7436
1290 12036 6719
1291 19823 1509
1292 11367 6615
1293 12676 3457
1294 17477 4936
1295 14361 8053
1296 4884 7239
1297 14126 7771
1298 6995 5650
1299 21988 8481
1300 13813 5827
1301 4843 8093
1302 16934 3089
1303 20900 4589
1304 15152 3962
1305 3042 5057
1306 15913 5073
1307 14447 3626
1308 10532 8983
1309 23268 3345
1310 14472 8459
1311 16297 6575
1312 8658 6004
1313 5648 8477
1314 19086 5106
1315 14631 8409
1316 9371 6078
1317 3364 3189
1318 14272 7893
1319 4274 5260
1320 14234 8240
1321 15076 8270
1322 14801 8354
1323 15387 2773
1324 13589 5093
1325 14569 8088
1326 15036 7972
1327 24356 8482
1328 15279 3672
1329 11958 6971
1330 14058 7883
1331 18627 6850
1332 18810 2353
1333 4625 6487
1334 14323 8347
1335 5594 3351
1336 14396 4544
1337 22067 5367
1338 15379 722
1339 17199 4905
1340 26281 4110
1341 5918 1938
1342 14315 8607
1343 20773 3655
1344 15195 7192
1345 12058 6789
1346 14242 6190
1347 14623 7804
1348 24297 6353
1349 14339 3552
1350 22501 7066
1351 21726 5088
1352 16337 3215
1353 19604 1720
1354 15022 3652
1355 8451 3710
1356 13986 8338
1357 17031 7169
1358 15187 3180
1359 14571 8507
1360 15336 2669
1361 5799 8330
1362 20571 2988
1363 14995 3793
1364 8178 9350
1365 25552 4957
1366 12846 6384
1367 11971 7212
1368 14345 8788
1369 20001 6244
1370 3253 4105
1371 14223 4181
1372 5481 3484
1373 3850 5040
1374 21076 4158
1375 14655 8748
1376 6015 7131
1377 14544 7720
1378 15371 4254
1379 18343 6623
1380 8440 9255
1381 14164 8243
1382 15633 6817
1383 23735 3440
1384 9639 6149
1385 23244 3668
1386 20182 5891
1387 19548 5383
1388 15039 3629
1389 6876 7566
1390 15009 7624
1391 11304 8445
1392 15579 5488
1393 7554 3680
1394 15149 3248
1395 15260 3755
1396 20798 5283
1397 12471 7386
1398 15128 8431
1399 14971 4133
1400 14793 3604
1401 15217 6897
1402 2705 3337
1403 13246 6612
1404 15535 5887
1405 7106 7577
1406 14798 8343
1407 11645 4893
1408 16291 3208
1409 14960 3591
1410 15603 7577
1411 12463 8366
1412 15292 3614
1413 17223 7163
1414 15333 7107
1415 10076 7962
1416 16326 9143
1417 16129 7578
1418 4671 6348
1419 17471 7768
1420 21716 6774
1421 6056 8188
1422 5656 3427
1423 18975 5080
1424 5980 2173
1425 15022 3657
1426 19275 1364
1427 24826 8418
1428 9288 5467
1429 14823 6418
1430 1196 7904
1431 24416 6172
1432 8008 5809
1433 19078 5068
1434 11772 8277
1435 19521 6416
1436 21189 9274
1437 5089 8364
1438 22383 6801
1439 13972 7151
1440 14893 8451
1441 15228 4277
1442 13794 8108
1443 22547 7021
1444 13581 9459
1445 14933 8229
1446 15684 3029
1447 15006 3549
1448 13394 5861
1449 21475 5594
1450 14817 8591
1451 17282 5252
1452 23673 8905
1453 14156 7785
1454 6110 1768
1455 15273 3774
1456 6723 7258
1457 15422 7903
1458 16807 6156
1459 15516 6199
1460 10373 6372
1461 4406 6470
1462 3547 8099
1463 23465 3886
1464 6544 8739
1465 9485 5625
1466 14979 2431
1467 14504 1971
1468 9261 5481
1469 14922 3511
1470 15271 7576
1471 15071 3706
1472 24786 4425
1473 5742 3609
1474 15060 8065
1475 10208 8559
1476 13864 3520
1477 15430 9278
1478 11523 7209
1479 1968 7845
1480 11496 8732
1481 25652 6736
1482 14990 8585
1483 23598 7131
1484 7114 7281
1485 12447 7950
1486 14312 3583
1487 14318 8260
1488 23103 7865
1489 16429 1261
1490 15284 7968
1491 18446 1651
1492 25002 5215
1493 15225 7920
1494 19396 6296
1495 9919 5129
1496 14350 4642
1497 9428 5470
1498 8448 5748
1499 9582 5818
1500 12671 5016
1501 21240 8319
1502 15003 3522
1503 15538 4566
1504 18273 7835
1505 19907 7273
1506 9992 6939
1507 12681 5638
1508 20241 8730
1509 13051 6260
1510 25722 5604
1511 11016 8242
1512 8753 6448
1513 14369 8007
1514 6123 6690
1515 15481 8214
1516 19885 4988
1517 5189 3716
1518 9323 5567
1519 23214 4543
1520 12060 6906
1521 14868 3481
1522 24591 6060
1523 3596 4561
1524 14034 7766
1525 14979 8118
1526 11747 4655
1527 14847 4155
1528 14350 7878
1529 10054 7730
1530 15009 3322
1531 14474 8458
1532 9196 5465
1533 15338 8179
1534 11685 6699
1535 15006 3961
1536 13940 3424
1537 15055 2806
1538 13529 5187
1539 17814 1203
1540 20061 5721
1541 15881 8844
1542 14688 8306
1543 10303 5877
1544 14806 5166
1545 15055 3588
1546 17088 7260
1547 10705 6117
1548 5672 3838
1549 15325 9159
1550 731 8271
1551 16383 8205
1552 14193 5381
1553 9930 5818
1554 10524 8214
1555 16985 2854
1556 8127 6948
1557 12247 8277
1558 15516 5921
1559 9703 4614
1560 20279 2924
1561 15209 8063
1562 6720 4693
1563 15373 549
1564 15689 3091
1565 19458 9077
1566 14747 3675
1567 21343 3845
1568 4819 6975
1569 6385 6303
1570 5292 3440
1571 14293 8582
1572 14715 4928
1573 17398 8315
1574 15765 8336
1575 15427 4139
1576 17320 7005
1577 15595 2538
1578 6939 7546
1579 14709 3670
1580 15149 8368
1581 23438 8598
1582 17042 7405
1583 20347 5397
1584 19855 1679
1585 13440 6629
1586 16011 7032
1587 15149 8390
1588 15381 3832
1589 22466 7079
1590 4679 3621
1591 19472 4156
1592 23506 7369
1593 14704 8258
1594 5308 6947
1595 8154 9016
1596 14388 8133
1597 3925 7389
1598 12166 8026
1599 13651 5794
1600 15365 7306
1601 14836 7912
1602 20846 9296
1603 19191 8189
1604 4787 2487
1605 7014 8177
1606 5238 7051
1607 14917 7164
1608 11156 6749
1609 8340 5498
1610 18824 1392
1611 9274 6012
1612 21575 5442
1613 13680 6792
1614 15228 3136
1615 14377 3946
1616 9917 4177
1617 16375 3378
1618 14777 8535
1619 2848 3462
1620 14353 8342
1621 15292 4473
1622 9190 5765
1623 13842 8627
1624 3277 5415
1625 5383 3430
1626 14385 8012
1627 25363 7538
1628 5278 2705
1629 10241 5783
1630 13945 8634
1631 13818 3509
1632 15057 2479
1633 3113 3535
1634 15622 1424
1635 16380 6827
1636 10308 7534
1637 10284 5949
1638 6323 7738
1639 14774 7936
1640 20771 6844
1641 10354 5887
1642 14196 7338
1643 16769 4193
1644 19602 4251
1645 17752 4542
1646 4392 6587
1647 5815 3550
1648 16780 7441
1649 14517 8531
1650 12868 6266
1651 15778 3103
1652 15039 4154
1653 7192 7174
1654 14814 3944
1655 25474 6674
1656 5570 8180
1657 15422 7727
1658 15147 8565
